Group,Kingdom,Phylum,Class,Order,Family,Genus,IUCNName,NCBIName,Status,CRITERIA,YEAR_PUB,Realm,IUCN_THREATS_CATEG,IUCN_N_THREATS,BODY_SIZE,OFFSPRING_SIZE,FECUNDITY,GENERATION_LENGTH,DIET_BREADTH,TROPHIC_LEVEL,DISPERSAL_ABILITY,MICROHABITAT,HABITAT_BREADTH,ALTITUDE_MIN,ALTITUDE_MAX,HFP2009,dHFP,GEOGRAPHICAL_RANGE_SIZE,HUMAN_FOOTPRINT,HABITAT_CONVERSION,Latitud,Longitud,Indice_de_pobreza,Contaminacion_aire,Altitud,Uso_del_suelo
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,SPLACHNALES,MEESIACEAE,Meesia,Meesia triquetra,Meesia triquetra,NT,C2,2019.0,Palearctic,2;3;7;9,5.0,12.0,35.5,,2.0,,,0.645066256225582,1.0,2.0,40,2380.0,5.74740247385628,-0.126768184722254,13420000.1,3.25269269943237,43.9621050731255,-7.33121136508792,-58.82460820402565,23.02413550683862,162.8737113509236,3425,Urbano
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,FOSSOMBRONIALES,FOSSOMBRONIACEAE,Fossombronia,Fossombronia leucoxantha,Fossombronia leucoxantha,NT,B2,2019.0,Palearctic,2;6;7;8;11,6.0,7.5,48.75,,1.0,,,0.592425969046578,1.0,3.0,20,500.0,25.4409562766855,3.5488160237443,20142.1,27.1930656433105,97.7667493796526,-8.063920936432517,-34.48346467780985,30.794293017231418,50.93566496700655,255,Urbano
Bryophytes,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,AYTONIACEAE,Asterella,Asterella saccata,Asterella saccata,VU,B2,2019.0,Palearctic,1;2;3,4.0,100.0,95.0,,2.0,,,0.505631827079269,1.0,2.0,300,2000.0,16.4724187607601,0.645405887828468,3000000.1,13.6098146438599,94.4574551131928,-3.1321654241816788,-30.752631072743014,46.635950943931654,197.64525915058348,2610,Agrícola
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,ORTHOTRICHALES,ORTHOTRICHACEAE,Orthotrichum,Orthotrichum pellucidum,Orthotrichum pellucidum,VU,C2,2019.0,Palearctic,11,1.0,,12.5,,2.0,,,0.911651811125053,1.0,2.0,500,3000.0,2.14794231358109,-0.665586164342668,1500000.1,1.25043386220932,15.5281313769313,1.8205380174098256,-73.63080680983474,28.95769543539347,112.54508029935477,1423,Desierto
Bryophytes,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,AYTONIACEAE,Mannia,Mannia fragrans,Mannia fragrans,VU,A2,2019.0,Palearctic,7;11,3.0,20.0,68.5,,2.0,,,0.544754118983678,1.0,3.0,200,2800.0,11.4225102595489,0.0835152497528125,,10.6003360748291,80.1180338261626,3.1835294370005656,-66.28695193188766,31.158043395472067,196.02781369701495,1262,Urbano
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,POTTIALES,POTTIACEAE,Leptodontium,Leptodontium styriacum,Leptodontium styriacum,VU,D1,2019.0,Palearctic,12,1.0,30.0,15.0,,2.0,,,0.850274153727603,2.0,2.0,300,4600.0,11.1467579373768,2.27269289631922,210000.1,10.3960008621216,98.6561152104944,-2.0548650566391586,-69.94875033356763,48.33422493313804,105.16202135459562,2374,Agrícola
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,Heterogemma,Heterogemma capitata,Heterogemma capitata,VU,C2,2019.0,Palearctic,7,1.0,30.0,14.5,,2.0,,,0.861053514541099,1.0,2.0,0,120.0,18.8276796938546,-2.0773673207238,3619435.1,16.6046361923218,97.81284606866,9.985559878443421,-73.09361788088505,41.85136988980605,93.97809358601322,2877,Agrícola
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,HYPNALES ,AMBLYSTEGIACEAE,Drepanocladus,Drepanocladus lycopodioides,Drepanocladus lycopodioides,VU,A2 B2,2019.0,Palearctic,2;7;9,4.0,200.0,20.0,,2.0,,,0.768621786840241,1.0,4.0,0,2200.0,14.8547583070878,-0.514870523202032,7624000.1,12.3905143737793,92.225220694654,-2.962140076139148,-64.7516552993721,35.50216144454145,97.44379457519074,401,Bosque
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,HYPNALES ,BRACHYTHECIACEAE ,Brachythecium,Brachythecium buchananii,Brachythecium buchananii,EN,B2 D,2019.0,Palearctic,6,1.0,30.0,10.5,,2.0,,,0.979250371024024,2.0,1.0,200,1000.0,2.65964358586531,-0.141462674507728,12.1,2.42620146274567,3.84615384615385,4.428133359199048,-54.89430058339135,43.315781852103214,159.60185999578852,111,Desierto
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIELLACEAE,Cephaloziella,Cephaloziella polystratosa,Cephaloziella polystratosa,EN,D,2019.0,Palearctic,11,1.0,12.0,7.5,,2.0,,,1.142777130968,1.0,2.0,,,3.65152749935516,-0.478442170702039,1058455.1,2.34274411201477,28.4657690119477,2.7516538906158576,-37.33543356200923,23.695389465635117,79.95092508952955,1473,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,BRYALES,BRYACEAE,Ptychostomum,Ptychostomum demissum,Ptychostomum demissum,EN,C2,2019.0,Palearctic,11,1.0,10.0,27.5,,2.0,,,0.694766404102767,1.0,2.0,10,3000.0,8.75515170589575,0.553061573478656,6792000.1,7.27870535850525,67.3857175346827,6.261077264949215,-65.01791862705018,33.934710596625266,179.6086537688976,3104,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,BRYALES,MNIACEAE,Pohlia,Pohlia vexans,Pohlia vexans,EN,B2,2019.0,Palearctic,3;7,3.0,15.0,18.0,,2.0,,,0.796639770196912,1.0,3.0,0,2600.0,5.31004025942886,0.327443604723456,3250000.1,2.39668047428131,40.0637131556656,9.524513269076401,-52.77246349520094,23.54708386207599,138.58590404401136,2518,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,GRIMMIALES,GRIMMIACEAE,Schistidium,Schistidium echinatum,Schistidium echinatum,EN,D,2019.0,Palearctic,5,1.0,10.0,13.5,,2.0,,,0.884694439706477,1.0,2.0,450,2950.0,9.84409141815905,1.95252786433346,8.1,8.41484069824219,72.3876929126118,7.795873128910806,-33.16715672489605,27.0085443505874,195.48665389239045,2428,Desierto
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,LOPHOCOLEACEAE,Leptoscyphus,Leptoscyphus porphyrius,Leptoscyphus porphyrius,EN,B2,2019.0,Palearctic,1;2;4;6;8;10;11,10.0,30.0,16.5,,2.0,,,0.821366067907919,1.0,2.0,550,1050.0,10.5358392421843,0.864622748696566,19650.1,10.002140045166,80.6635071090047,5.291239487154172,-44.97533819459963,24.256017792207757,198.06273552292228,2014,Agrícola
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,DICRANALES,RHABDOWEISIACEAE,Kiaeria,Kiaeria riparia,Kiaeria riparia,CR,C2,2019.0,Palearctic,11,1.0,20.0,,,2.0,,,,1.0,3.0,0,1220.0,1.9116276148827,-0.0740422995079384,1400000.1,1.0,10.7441083688996,3.964969556365812,-39.08644411098011,30.85403717507418,77.7773001953218,904,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,HYPNALES ,HYPNACEAE,Hypnum,Hypnum plicatulum,Hypnum plicatulum,CR,C2 D,2019.0,Palearctic,6;11,2.0,50.0,,,2.0,,,,2.0,3.0,0,2000.0,2.45769226304863,-0.371161512681606,1094000.1,1.04607552289963,14.0981963927856,-3.2900366064820075,-50.205271341653116,31.449179611877774,193.36730803640268,3093,Agrícola
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,FRULLANIACEAE,Frullania,Frullania parvistipula,Frullania parvistipula,CR,C2,2019.0,Palearctic,5;7;12,3.0,100.0,,,2.0,,,,1.0,3.0,,,12.5301875060551,0.629202857429599,,9.82870960235596,98.0538256227758,-7.046288435865852,-30.87900935217165,48.41925745499722,56.98077295687755,3703,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,BRYALES,BRYACEAE,Ptychostomum,Ptychostomum longisetum,Ptychostomum longisetum,CR,C2,2019.0,Palearctic,2;11,2.0,30.0,44.0,,2.0,,,0.608475080729472,1.0,1.0,0,600.0,6.55313102073178,-0.180270571500773,6000000.1,2.50616574287415,42.9748770437325,-8.747279938803805,-48.51020303933366,27.92377193562588,54.17955861846585,2245,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,BRYALES,MNIACEAE,Pohlia,Pohlia beringiensis,Pohlia beringiensis,CR,B2 D,2019.0,Palearctic,1;2;3;4,4.0,20.0,,,2.0,,,,1.0,1.0,0,60.0,3.30335243617263,3.30335243617263,100.1,0.0,17.1296296296296,-5.1619659159703035,-72.95201787168338,34.1728653594955,191.57968659928278,2331,Agrícola
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,POTTIALES,POTTIACEAE,Pterygoneurum,Pterygoneurum kozlovii,Pterygoneurum kozlovii,CR,D,2019.0,Palearctic,1;2;6,4.0,5.0,31.5,,1.0,,,0.66741837829998,1.0,1.0,20,200.0,11.7743506644877,0.83951259941853,1212000.1,10.8039741516113,82.8149229225577,-1.3543703763740282,-66.09077400270922,44.341382118904605,194.359510617499,2266,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,DICRANALES,CALYMPERACEAE,Calymperes,Calymperes erosum,Calymperes erosum,CR,D,2019.0,Palearctic,1;6;7,4.0,5.0,23.0,,2.0,,,0.734361135573556,2.0,3.0,0,1000.0,,,20.1,,0.0,0.43992547259964887,-56.78518669692834,44.46852759309985,72.08715090079845,3392,Urbano
Bryophytes,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,SOLENOSTOMATACEAE,Solenostoma,Solenostoma handelii,Solenostoma handelii,CR,C2 D,2019.0,Palearctic,7;11;12,5.0,30.0,20.0,,2.0,,,0.768621786840241,1.0,1.0,300,350.0,12.2814192881822,0.0084559105034649,,9.44833946228027,96.6330348033103,5.461671081097432,-47.94252723418006,42.51029561105061,116.36237230834972,1632,Bosque
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,DICRANALES,BRUCHIACEAE,Trematodon,Trematodon perssoniorum,Trematodon perssoniorum,CR,C1,2019.0,Palearctic,2;4;6;8;10;11,8.0,25.0,27.0,,2.0,,,0.698634424763128,1.0,1.0,150,400.0,22.5655774388994,7.24215248652867,56.1,24.3077354431152,100.0,9.17481846113186,-40.263110966596805,28.63501286420219,124.11387919822737,1806,Urbano
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,ORTHOTRICHALES,ORTHOTRICHACEAE,Ulota,Ulota rehmannii,Ulota rehmannii,CR,D,2019.0,Palearctic,5;9,2.0,10.0,27.5,,2.0,,,0.694766404102767,2.0,1.0,300,1000.0,19.0547325550864,-1.34994216387022,500000.1,16.3731546401978,100.0,-7.65359039230378,-56.411124334325116,34.84914858234071,179.04218547774568,3608,Agrícola
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,DICRANALES,FISSIDENTACEAE,Fissidens,Fissidens microstictus,Fissidens microstictus,EX,,2019.0,Palearctic,1,1.0,,,,2.0,,,,1.0,1.0,78,313.0,,,0.1,,,-7.859917196124169,-43.04737627429401,25.586347855601698,144.18758647942536,2883,Desierto
Bryophytes,PLANTAE,BRYOPHYTA ,BRYOPSIDA ,HYPNALES ,BRACHYTHECIACEAE ,Nobregaea,Nobregaea latinervis,Nobregaea latinervis,EX,,2019.0,Palearctic,1;2,2.0,,,,2.0,,,,1.0,1.0,,,,,0.1,,,1.7938944602710158,-39.45587236008938,25.651985683484128,166.18496363024232,3401,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LOMARIOPSIDACEAE,Lomariopsis,Lomariopsis congoensis,Lomariopsis congoensis,LC,,,Afrotropic,,,61.5,,,,,,,3.0,1.0,0,1200.0,,,,,,4.907961478945859,-60.723291123750776,33.07523639414933,122.76452681469364,1350,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE,Trichomanes,Trichomanes lenormandii,Trichomanes lenormandii,LC,,,Afrotropic,,,3.25,,,,,,,3.0,2.0,650,1200.0,,,,,,6.963007606939698,-30.932839198388166,42.15776663728823,147.26205533627424,4163,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LOMARIOPSIDACEAE,Nephrolepis,Nephrolepis abrupta,Nephrolepis abrupta,LC,,,Afrotropic,,,90.0,,,,,,,1.0,1.0,,,,,,,,8.71664160433577,-45.765457714387395,35.79752779993514,160.3114040038788,3484,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SCHIZAEALES,SCHIZAEACEAE,Mohria,Mohria nudiuscula,Mohria nudiuscula,LC,,,Afrotropic,,,90.0,,,,,,,1.0,1.0,,,,,,,,9.66852484521284,-35.355087264624096,46.600496625423574,160.68219258759518,3781,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LINDSAEACEAE,Lindsaea,Lindsaea gueriniana,Lindsaea gueriniana,LC,,,Afrotropic,,,,,,,,,,1.0,1.0,0,750.0,,,,,,-2.0039661555094828,-49.9828040036127,44.927263933327275,50.26067401770086,1,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,Ctenopteris,Ctenopteris torulosa,Ctenopteris torulosa,NT,,,Afrotropic,,,9.0,,,,,,,3.0,2.0,800,2000.0,,,,,,-2.393296329448537,-41.62786017814543,20.948163284612168,64.98621105950909,1169,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DENNSTAEDTIACEAE,Blotiella,Blotiella coriacea,Blotiella coriacea,CR,D2,,Afrotropic,,,70.0,,,,,,,1.0,1.0,,1730.0,,,,,,-7.043826466054552,-40.32551722726356,37.05257128598648,104.5490661656624,431,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Trachypteris,Trachypteris drakeana,Elaphoglossum kivuense,VU,,,Afrotropic,,,,,,,,,,1.0,2.0,30,350.0,,,,,,3.698688773671188,-34.128822934443946,38.27483793066929,59.17961706553127,436,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,Asplenium pocsii,Asplenium pocsii,EN,B2,,Afrotropic,,,13.5,,,,,,,2.0,1.0,1650,2400.0,,,,,,3.1352391688167423,-68.23426094078833,48.847254329002446,107.44845535515755,2072,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Ctenitis,Ctenitis humida,Ctenitis humida,CR,B1 D2,,Afrotropic,,,80.0,,,,,,,1.0,1.0,1500,2100.0,,,,,,7.241251917024144,-49.87724591238382,20.697098801265852,108.43502727082884,1988,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,Blechnum,Blechnum discolor,Blechnum discolor,LC,,,Australasia,,,120.0,,,,,,,1.0,1.0,,,,,,,,-8.054840104247187,-55.722966910236465,35.93311312905887,188.03503059166096,1093,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LINDSAEACEAE,Lindsaea,Lindsaea tetragona,Lindsaea tetragona,LC,,,Australasia,,,27.5,,,,,,,1.0,1.0,300,600.0,,,,,,-0.0444618434931634,-33.45784404718169,26.14344085807557,135.06077823420364,2708,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Lastreopsis,Lastreopsis silvestris,Lastreopsis silvestris,LC,,,Australasia,,,65.0,,,,,,,1.0,1.0,900,1200.0,,,,,,1.6216385934412614,-70.27073875879503,21.609887188747674,155.95269208004873,3907,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE,Crepidomanes,Crepidomanes barnardianum,Crepidomanes barnardianum,LC,,,Australasia,,,2.54,,,,,,,1.0,1.0,0,1200.0,,,,,,-5.168859199201632,-30.784175009358925,37.6246557419517,183.07980231293428,4442,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE,Hymenophyllum,Hymenophyllum moorei,Hymenophyllum moorei,LC,,,Australasia,,,2.0,,,,,,,3.0,1.0,,,,,,,,-6.619491877416774,-35.60469041580167,43.178124308984074,116.3193980973976,1857,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,TECTARIACEAE,Tectaria,Tectaria pseudosinuata,Tectaria pseudosinuata,NT,,,Australasia,,,,,,,,,,1.0,1.0,300,500.0,,,,,,7.191616728392429,-71.67781732960881,43.245963476755634,50.29432168960733,2216,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,Blechnum,Blechnum confusum,Blechnum confusum,VU,D2,,Australasia,,,,,,,,,,1.0,2.0,,,,,,,,-8.829301555288824,-52.90651265067865,20.908652304677204,92.80040369381206,4464,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,THELYPTERIDACEAE,Plesioneuron,Plesioneuron rigidilobum,Plesioneuron rigidilobum,VU,B1,,Australasia,,,90.0,,,,,,,1.0,1.0,2000,2500.0,,,,,,-0.5875819216385416,-42.70982249043634,32.20839200814768,172.12380500562304,4454,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,Asplenium morobense,Asplenium morobense,EN,B1,,Australasia,,,,,,,,,,3.0,1.0,800,1800.0,,,,,,-7.683319973982295,-41.78318044390246,21.335288814458615,185.27617547001122,2990,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,Lecanopteris,Lecanopteris darnaedii,Lecanopteris darnaedii,CR,B1,,Australasia,,,17.5,,,,,,,3.0,1.0,0,2300.0,,,,,,-0.8588247733726533,-34.20776436429356,27.43515940972309,102.72643716773317,405,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,Grammitis,Grammitis dorsipila,Grammitis dorsipila,LC,,,IndoMalay,,,3.75,,,,,,,3.0,1.0,,,,,,,,9.599246526846187,-39.00605539879601,25.78642108273845,94.09868794685725,1876,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SALVINIALES,MARSILEACEAE,Marsilea,Marsilea quadrata,Marsilea quadrata,LC,,,IndoMalay,,,,,,,,,,1.0,4.0,,,,,,,,-1.525872930890543,-61.00813288451597,26.455477377264717,188.67578166031,3788,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,Asplenium wilfordii,Asplenium wilfordii,LC,,,IndoMalay,,,35.0,,,,,,,1.0,1.0,200,250.0,,,,,,7.142498350091348,-52.570434636189646,30.173552421035858,102.661060397417,3414,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,POLYPODIACEAE,Ctenopteris,Ctenopteris spongiosa,Ctenopteris spongiosa,LC,,,IndoMalay,,,22.5,,,,,,,1.0,1.0,0,1200.0,,,,,,-7.653688716336122,-43.41964066788657,28.322541255079948,147.83677821149877,3092,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Taenitis,Taenitis interrupta,Taenitis interrupta,LC,,,IndoMalay,,,35.0,,,,,,,1.0,1.0,,,,,,,,-4.574958464762718,-68.77034213860419,48.86839733982795,92.0463852575845,4205,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,HYMENOPHYLLALES,HYMENOPHYLLACEAE,Trichomanes,Trichomanes exiguum,Trichomanes exiguum,NT,,,IndoMalay,,,1.0,,,,,,,2.0,1.0,,,,,,,,-1.924145186653309,-66.27041410799112,30.572213600281465,64.68781981861122,777,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LINDSAEACEAE,Lindsaea,Lindsaea jamesonioides,Lindsaea jamesonioides,VU,D2,,IndoMalay,,,17.5,,,,,,,1.0,1.0,1200,2700.0,,,,,,-2.0037571998133856,-53.353089835055734,46.82517545878916,125.18544676790202,3259,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,Blechnum,Blechnum eburneum,Blechnum eburneum,VU,A2,,IndoMalay,,,55.0,,,,,,,,1.0,800,1500.0,,,,,,3.4276695734030618,-61.578939058251926,25.431250145627754,188.48477556772514,612,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Ctenitis,Ctenitis sumbawensis,Ctenitis sumbawensis,EN,B1 B2,,IndoMalay,,,,,,,,,,,1.0,700,800.0,,,,,,-3.1056374524898462,-36.18483375971573,42.912406015646425,142.79611308909574,4095,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,GLEICHENIALES,GLEICHENIACEAE,Dicranopteris,Dicranopteris clemensiae,Dicranopteris clemensiae,CR,B2,,IndoMalay,,,,,,,,,,1.0,1.0,1150,1300.0,,,,,,4.2753373682003275,-48.6175205315722,21.840366080739283,81.32399371756016,745,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Cyrtomium,Cyrtomium caryotideum,Cyrtomium caryotideum,LC,,,Nearctic,,,12.5,,,,,,,1.0,1.0,610,915.0,,,,,,2.78373798450785,-59.31006610267345,33.882836884080234,152.36443600514195,3647,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,WOODSIACEAE,Diplazium,Diplazium lonchophyllum,Diplazium lonchophyllum,LC,,,Nearctic,,,57.5,,,,,,,1.0,1.0,0,100.0,,,,,,-2.0167770949045387,-36.80251384780155,20.16531320706578,165.2541716146449,2332,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,Lycopodiella,Lycopodiella cernua,Lycopodiella cernua,LC,,,Nearctic,,,100.0,,,,,,,1.0,4.0,,,,,,,,-1.3647974469136148,-38.78046981505925,44.30872289208308,98.11408428724383,4478,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Elaphoglossum,Elaphoglossum aemulum,Elaphoglossum aemulum,LC,,,Nearctic,,,34.5,,,,,,,1.0,1.0,300,1400.0,,,,,,2.2905539962064143,-30.074030530532873,48.514581081133514,133.88141021465577,2675,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,TECTARIACEAE,Tectaria,Tectaria repanda,Tectaria repanda,LC,,,Nearctic,,,,,,,,,,1.0,1.0,,,,,,,,-8.599156197107106,-36.871154024981934,21.05322112481437,152.29296972009837,2444,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,PTERIDACEAE,Adiantum,Adiantum viridimontanum,Adiantum viridimontanum,NT,,,Nearctic,,,65.0,,,,,,,1.0,1.0,,,,,,,,6.448134767113807,-56.349455933744416,48.01539084419943,74.05297180707322,1764,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,ISOETALES,ISOETACEAE,Isoetes,Isoetes prototypus,Isoetes prototypus,NT,D2,,Nearctic,,,8.0,,,,,,,1.0,1.0,,,,,,,,3.068423222272738,-69.26255032035051,43.215616744740586,194.61514096586936,109,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Asplenium,Asplenium hobdyi,Asplenium hobdyi,VU,A2,,Nearctic,,,22.5,,,,,,,1.0,1.0,,,,,,,,4.526849288356704,-37.171159130978495,30.765847363783863,117.6877942174763,3351,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,THELYPTERIDACEAE,Christella,Christella wailele,Christella wailele,EN,B2,,Nearctic,,,21.25,,,,,,,1.0,2.0,,,,,,,,0.7384600216478088,-72.31089369178227,47.26629653668415,196.94965857080996,1211,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,ASPLENIACEAE,Diellia,Diellia leucostegioides,Diellia leucostegioides,CR,B2,,Nearctic,,,6.5,,,,,,,,1.0,,,,,,,,-7.790457780165106,-59.237795669481564,28.88771813752703,78.43607987667426,1273,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,Blechnum,Blechnum hastatum,Blechnum hastatum,LC,,,Neotropic,,,55.0,,,,,,,1.0,2.0,0,2500.0,,,,,,-1.8992877340610015,-33.61179086529268,32.27885936704286,122.56603194644666,2166,Urbano
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CYATHEACEAE,Cyathea,Cyathea williamsii,Cyathea williamsii,LC,,,Neotropic,,,105.0,,,,,,,1.0,2.0,300,1600.0,,,,,,-1.8925283430288786,-31.76550869497047,22.90133786576065,74.87804805137566,2249,Desierto
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,BLECHNACEAE,Blechnum,Blechnum ryanii,Blechnum ryanii,LC,,,Neotropic,,,100.0,,,,,,,1.0,1.0,,,,,,,,-3.5791401991356615,-46.17459329154517,39.708168857004324,51.5271233575908,231,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LINDSAEACEAE,Lindsaea,Lindsaea pallida,Lindsaea pallida,LC,,,Neotropic,,,33.0,,,,,,,1.0,1.0,200,1100.0,,,,,,-9.400993501905013,-44.010825735732894,20.888024862268157,85.68127588628042,1871,Agrícola
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Polystichum,Polystichum speciosissimum,Polystichum speciosissimum,LC,,,Neotropic,,,90.0,,,,,,,1.0,3.0,2150,4000.0,,,,,,4.745084851929546,-73.08954800735148,34.54715825597112,110.47810056021251,11,Bosque
Ferns,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Ctenitis,Ctenitis dolphinensis,Ctenitis dolphinensis,NT,,,Neotropic,,,75.0,,,,,,,,1.0,450,520.0,,,,,,-7.804310838749986,-51.848384650970345,40.495755507576014,114.66961065863536,2057,Agrícola
